Severity,Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
Highly_Fatal_And_Damaging,20.95890411,15,9,80.62898815,0.321883159,78.24,1,25187.71192,0,0.928940178,1428
Significant_Damage_And_Serious_Injuries,28.58447489,16,0,83.81950775,0.312146412,78.63,3,53176.45114,2,0.265482925,519
Highly_Fatal_And_Damaging,44.06392694,8,3,60.66545123,0.483080418,77.6,1,40353.55391,2,1.480342466,7452
Significant_Damage_And_Fatalities,53.19634703,16,2,67.6390155,0.25588965,83.6,7,34326.0046,2,0.003333925,10896
Minor_Damage_And_Injuries,47.12328767,14,3,65.08659982,0.321883159,77.34,2,36656.54735,3,0.488682348,11762
Minor_Damage_And_Injuries,68.76712329,8,1,58.34092981,0.421053732,82.38,2,34354.11122,1,0.462538701,36
Significant_Damage_And_Serious_Injuries,59.17808219,11,1,52.41567912,0.47226181,83.23,7,34165.52878,3,0.003333925,299
Significant_Damage_And_Fatalities,28.40182648,13,29,52.55241568,0.467573747,78.49,4,28416.80885,2,0.051566363,10364
Minor_Damage_And_Injuries,44.01826484,12,7,56.79124886,0.331980527,77.4,3,42607.0711,0,0.212243576,4748
Highly_Fatal_And_Damaging,2.648401826,20,7,78.48678213,0.342438514,76.44,4,43590.44521,2,0.07961405,2548
Significant_Damage_And_Serious_Injuries,59.45205479,10,20,44.71285324,0.693322034,77.08,7,28108.67352,2,0.002611961,5900
Highly_Fatal_And_Damaging,30.91324201,12,1,73.33637192,0.456755139,84.99,4,23157.29823,2,0.042389134,10758
Highly_Fatal_And_Damaging,17.71689498,16,1,57.74840474,0.285821132,80.25,4,24079.59067,2,0.043569537,5128
Significant_Damage_And_Serious_Injuries,33.24200913,15,0,76.75478578,0.380303642,85.3,5,23921.68749,1,0.015331062,9055
Minor_Damage_And_Injuries,30.50228311,19,1,73.65542388,0.405907681,78.75,6,35557.67809,2,0.008672093,4358
Significant_Damage_And_Serious_Injuries,56.62100457,8,15,71.64995442,0.496423368,76.71,2,14865.90565,3,0.201266098,4743
Highly_Fatal_And_Damaging,62.55707763,10,4,54.28441203,0.456394519,78.96,2,17506.10097,4,0.249915957,2332
Significant_Damage_And_Serious_Injuries,52.28310502,6,24,82.08751139,0.395810314,75.64,3,38524.22718,4,0.193472476,6164
Significant_Damage_And_Serious_Injuries,36.80365297,14,0,59.07019143,0.387876668,79.25,6,36560.92675,0,0.00857915,7135
Significant_Damage_And_Serious_Injuries,24.24657534,18,5,69.14311759,0.325849982,75.05,1,22950.58102,0,0.846302654,2751
Significant_Damage_And_Fatalities,22.42009132,15,2,45.80674567,0.631295348,78.46,4,24188.39484,1,0.044790941,6522
Significant_Damage_And_Serious_Injuries,47.99086758,18,2,46.03463993,0.400858997,76.9,7,30457.89176,3,0.002834829,11580
Significant_Damage_And_Fatalities,35.98173516,11,12,54.37556974,0.466852506,82.54,5,31461.12564,4,0.021450516,2877
Highly_Fatal_And_Damaging,23.78995434,14,7,79.21604376,0.324768121,78.78,1,13658.8165,2,0.518572471,10305
Minor_Damage_And_Injuries,49.40639269,14,6,72.01458523,0.395810314,78.21,5,27205.01875,1,0.018515923,7578
Highly_Fatal_And_Damaging,51.87214612,6,1,72.56153145,0.373451857,78.27,1,27910.31755,1,1.026763202,4035
Highly_Fatal_And_Damaging,29.7716895,12,6,66.68185962,0.344241616,80.14,1,23454.28405,2,0.857006083,2125
Highly_Fatal_And_Damaging,25.43378995,14,7,59.5715588,0.509766318,78.6,1,25739.38468,3,0.948341399,3745
Highly_Fatal_And_Damaging,29.543379,20,0,56.28988149,0.398334656,80.62,5,25229.782,3,0.016526595,5679
Significant_Damage_And_Serious_Injuries,52.96803653,9,3,72.6071103,0.307097728,79.36,6,36551.16051,3,0.008922525,11557
Significant_Damage_And_Serious_Injuries,25.25114155,17,9,79.53509572,0.320440678,79.24,6,35409.76276,2,0.008922525,11576
Minor_Damage_And_Injuries,31.73515982,15,11,45.89790337,0.560253155,84.94,6,36060.04787,2,0.008470584,574
Significant_Damage_And_Serious_Injuries,26.11872146,17,2,63.17228806,0.477310494,80.46,3,36405.03304,2,0.181565618,7566
Significant_Damage_And_Serious_Injuries,26.43835616,17,0,89.10665451,0.333062387,78.92,3,26274.69289,2,0.131603582,9505
Highly_Fatal_And_Damaging,38.81278539,17,2,52.32452142,0.416365669,80.24,2,47423.38606,2,0.641805739,2443
Highly_Fatal_And_Damaging,30.4109589,12,6,68.41385597,0.274641904,79.6,2,44285.44743,0,0.5997465,5129
Minor_Damage_And_Injuries,30,16,3,42.57064722,0.497505229,80.82,7,33289.17764,1,0.003326931,3991
Highly_Fatal_And_Damaging,30,13,10,66.68185962,0.298803462,79.06,7,39352.59973,3,0.003668654,7631
Highly_Fatal_And_Damaging,49.6803653,7,3,78.94257065,0.268150739,80.5,4,33791.61942,3,0.06189151,5509
Minor_Damage_And_Injuries,53.42465753,9,1,51.5952598,0.639950234,78.76,3,44244.62918,2,0.220516919,78
Minor_Damage_And_Injuries,60,10,0,66.54512306,0.368763794,75.27,2,46273.24001,2,0.623420577,6829
Significant_Damage_And_Serious_Injuries,63.42465753,6,4,80.40109389,0.523469888,75.61,3,36294.38961,3,0.181056415,8799
Significant_Damage_And_Fatalities,24.15525114,14,3,56.28988149,0.405907681,79.31,2,44499.23905,3,0.605991663,5823
Minor_Damage_And_Injuries,45.20547945,15,5,77.52962625,0.343159755,78.51,2,17636.03041,1,0.249915957,10473
Significant_Damage_And_Serious_Injuries,56.52968037,8,5,62.21513218,0.332701767,77.98,5,29267.95993,1,0.019522058,3176
Highly_Fatal_And_Damaging,26.71232877,14,3,69.2342753,0.314310133,78.95,4,41835.88163,3,0.076017227,5681
Significant_Damage_And_Serious_Injuries,37.39726027,14,0,69.14311759,0.428626758,79.62,3,34176.12272,2,0.171753656,3377
Highly_Fatal_And_Damaging,77.67123288,3,10,51.82315406,0.380303642,83.5,2,15496.08616,1,0.217473855,9776
Significant_Damage_And_Fatalities,62.05479452,14,9,73.01731996,0.290148576,78.7,3,32463.03292,3,0.161857417,9533
Highly_Fatal_And_Damaging,45.34246575,8,1,59.29808569,0.510848179,81.42,4,28604.1784,2,0.052845134,4161
Significant_Damage_And_Fatalities,29.8630137,12,5,50.68368277,0.55340137,77.19,3,37438.2062,2,0.185647076,6786
Significant_Damage_And_Fatalities,13.37899543,17,1,52.82588879,0.33630797,77.53,4,25229.782,0,0.045332803,5064
Significant_Damage_And_Fatalities,58.85844749,14,8,64.40291705,0.40374396,77.78,7,25253.74508,2,0.002216365,2836
Significant_Damage_And_Fatalities,80.456621,8,19,68.64175023,0.192059863,81.88,6,33079.16863,2,0.008138343,4301
Highly_Fatal_And_Damaging,33.19634703,11,2,65.13217867,0.5130119,79.73,4,14367.96572,2,0.027990371,11427
Minor_Damage_And_Injuries,37.30593607,14,0,51.36736554,0.55340137,76.27,4,33315.56836,3,0.061317168,1764
Significant_Damage_And_Serious_Injuries,48.40182648,11,4,84.54876937,0.326210602,81.75,7,49602.28421,2,0.004609526,4916
Significant_Damage_And_Serious_Injuries,33.47031963,15,21,66.0437557,0.426102416,78.75,1,32337.3177,1,1.19173458,6422
Minor_Damage_And_Injuries,58.67579909,7,0,53.64630811,0.30998269,82.08,5,37800.79701,2,0.026380929,4565
Significant_Damage_And_Serious_Injuries,56.75799087,8,1,74.70373747,0.274641904,80.76,3,18687.87523,4,0.090011188,1476
Significant_Damage_And_Fatalities,63.88127854,13,11,89.97265269,0.185208078,80.58,4,40930.42975,2,0.075128464,8266
Highly_Fatal_And_Damaging,24.33789954,14,12,41.06654512,0.687191489,78.88,3,44977.61376,3,0.223008337,8539
Highly_Fatal_And_Damaging,19.04109589,16,5,61.4402917,0.432954201,78.16,4,34315.19241,1,0.062808634,2915
Significant_Damage_And_Fatalities,78.67579909,9,8,63.53691887,0.321883159,77.36,3,18924.37977,1,0.09559865,959
Significant_Damage_And_Serious_Injuries,48.63013699,10,7,71.0118505,0.279329968,78.14,6,26800.13958,2,0.006513426,8117
Significant_Damage_And_Serious_Injuries,22.83105023,18,6,66.27164995,0.366239452,79.53,3,19201.50213,2,0.095587438,7679
Highly_Fatal_And_Damaging,15.89041096,17,10,59.98176846,0.242907321,79.17,3,20584.32399,2,0.101519828,3363
Minor_Damage_And_Injuries,41.32420091,16,18,66.90975387,0.324768121,80.7,2,38934.89592,1,0.528165793,5209
Significant_Damage_And_Serious_Injuries,43.28767123,12,10,77.80309936,0.327653083,79.02,3,37986.34565,2,0.189245731,10923
Significant_Damage_And_Serious_Injuries,19.45205479,19,1,59.98176846,0.518421204,80.19,4,31168.93238,1,0.057413658,10690
Significant_Damage_And_Fatalities,44.52054795,8,3,53.91978122,0.572153624,79.72,1,38365.13105,1,1.40966133,6935
Highly_Fatal_And_Damaging,33.56164384,18,6,47.21969006,0.400858997,81.8,2,27933.34536,1,0.378611274,2374
Highly_Fatal_And_Damaging,52.37442922,6,4,80.08204193,0.292672917,77.63,4,9125.609626,2,0.016530971,3754
Minor_Damage_And_Injuries,50.59360731,13,5,69.59890611,0.43079048,81.06,2,47115.29983,3,0.637297327,11064
Minor_Damage_And_Injuries,45.02283105,15,0,93.80127621,0.176553191,79.98,4,33941.90305,2,0.062656264,8471
Significant_Damage_And_Fatalities,32.55707763,12,0,41.52233364,0.634901551,80.6,3,29017.26987,1,0.144784764,10121
Significant_Damage_And_Serious_Injuries,49.36073059,10,10,70.19143118,0.394007212,76.2,2,25019.92995,2,0.338607931,2218
Highly_Fatal_And_Damaging,32.73972603,19,8,56.74567001,0.378139921,76.26,6,24442.033,1,0.006066867,6806
Highly_Fatal_And_Damaging,40.2739726,9,0,80.99361896,0.362633249,78.7,4,41401.72298,0,0.075850778,5498
Significant_Damage_And_Serious_Injuries,41.78082192,12,14,84.86782133,0.263823296,79.64,6,24101.14266,3,0.00584477,157
Significant_Damage_And_Fatalities,62.96803653,13,3,66.31722881,0.261659574,84.8,7,23291.3274,4,0.002458955,3708
Significant_Damage_And_Serious_Injuries,47.53424658,11,9,93.48222425,0.180159394,83.55,5,26029.16326,3,0.01671128,726
Minor_Damage_And_Injuries,57.44292237,11,5,70.41932543,0.334144248,79.75,5,29267.95993,2,0.020054276,7472
Significant_Damage_And_Serious_Injuries,51.05022831,10,0,69.82680036,0.280051208,81.09,6,38924.62144,3,0.010124938,3421
Significant_Damage_And_Fatalities,9.315068493,19,9,54.01093892,0.551598269,78.9,1,14007.55742,1,0.513028955,9891
Significant_Damage_And_Serious_Injuries,32.87671233,15,7,57.74840474,0.478392355,78.85,5,33635.23464,2,0.023608923,337
Highly_Fatal_And_Damaging,44.88584475,8,0,58.79671832,0.412038226,76.37,2,30488.79694,2,0.407458629,2393
Highly_Fatal_And_Damaging,19.04109589,16,1,89.51686418,0.230646232,80.98,4,30415.65224,2,0.055322646,683
Minor_Damage_And_Injuries,46.39269406,15,9,61.48587056,0.533927876,78.5,7,52249.61015,4,0.005550603,10206
Significant_Damage_And_Serious_Injuries,48.17351598,10,0,58.1586144,0.392925352,79.56,5,36560.92675,1,0.024095554,3402
Significant_Damage_And_Fatalities,54.74885845,15,9,73.29079307,0.292312297,82.09,6,23955.31763,3,0.00597945,5631
Minor_Damage_And_Injuries,28.81278539,16,11,54.32999088,0.219467003,76.49,7,15261.99326,4,0.001459797,9442
Highly_Fatal_And_Damaging,41.18721461,9,5,72.37921604,0.422135593,75.4,4,26241.66799,3,0.048241062,1556
Significant_Damage_And_Serious_Injuries,48.08219178,11,6,77.16499544,0.355781464,77.72,5,35974.82174,3,0.024510974,7380
Significant_Damage_And_Serious_Injuries,57.89954338,7,2,79.1704649,0.213336459,77.95,6,32880.83758,0,0.008146422,4969
Highly_Fatal_And_Damaging,37.57990868,10,1,76.89152233,0.284378651,79.56,5,39836.85142,1,0.02595545,3415
Significant_Damage_And_Serious_Injuries,22.19178082,19,30,66.49954421,0.387876668,82.46,6,30719.49911,2,0.007347073,3946
Significant_Damage_And_Fatalities,29.5890411,13,7,55.51504102,0.253004688,80.06,1,26770.26254,1,0.987183897,899
Significant_Damage_And_Serious_Injuries,48.81278539,17,12,49.13400182,0.43187234,77.65,6,34547.38461,2,0.008357926,1552
Highly_Fatal_And_Damaging,31.18721461,12,5,60.48313582,0.267429499,81.27,6,33789.57256,1,0.00892827,3381
Highly_Fatal_And_Damaging,25.70776256,14,1,68.82406563,0.246874144,81.1,4,19364.54539,2,0.035617203,2412
Significant_Damage_And_Fatalities,62.73972603,13,7,67.77575205,0.294476019,77.27,2,26203.56781,2,0.35562409,823
Minor_Damage_And_Injuries,50.91324201,10,1,39.88149499,0.48596538,78.03,6,32785.64591,2,0.007654089,11283
Significant_Damage_And_Fatalities,62.73972603,13,26,72.37921604,0.423938695,86.11,2,23513.76332,1,0.317149267,5944
Significant_Damage_And_Fatalities,76.39269406,9,6,81.67730173,0.392204111,88.57,2,40898.70672,0,0.554227832,4209
Significant_Damage_And_Fatalities,25.29680365,14,17,45.53327256,0.521306167,78.69,2,19136.0861,3,0.26228444,6710
Minor_Damage_And_Injuries,42.96803653,16,1,74.02005469,0.250119726,80.06,2,42329.01793,1,0.570660424,5093
Significant_Damage_And_Fatalities,67.94520548,12,2,72.4247949,0.32332564,79.18,7,38661.07702,3,0.003640686,5317
Significant_Damage_And_Serious_Injuries,33.28767123,15,4,64.26618049,0.414923188,81.01,4,17572.92548,3,0.032080508,6293
Significant_Damage_And_Fatalities,48.85844749,17,0,65.08659982,0.321883159,77.47,7,27687.99385,3,0.002353876,7073
Minor_Damage_And_Injuries,74.65753425,6,1,72.47037375,0.386794807,77.36,3,19708.06881,1,0.099943014,9859
Highly_Fatal_And_Damaging,38.81278539,10,4,86.9644485,0.372009376,87.43,1,18897.27746,4,0.691594572,10455
Significant_Damage_And_Serious_Injuries,24.15525114,18,6,74.02005469,0.181962495,83.94,1,31398.41154,1,1.163659045,4548
Highly_Fatal_And_Damaging,41.55251142,9,6,52.05104831,0.460361342,79.66,3,4866.798542,3,0.033559257,3886
Minor_Damage_And_Injuries,53.56164384,12,5,80.674567,0.219467003,78.95,2,29328.14578,2,0.397706337,7692
Highly_Fatal_And_Damaging,43.28767123,15,2,51.5041021,0.462885683,80.23,1,37933.399,1,1.389295497,5775
Significant_Damage_And_Serious_Injuries,27.39726027,17,4,66.90975387,0.223433826,78.7,5,19648.87739,1,0.013094279,10499
Significant_Damage_And_Fatalities,52.37442922,6,12,50.63810392,0.479113595,87.47,6,33892.77025,1,0.009187615,10342
Highly_Fatal_And_Damaging,17.39726027,16,15,74.06563355,0.199993509,79.94,4,17117.82572,2,0.032193075,2275
Minor_Damage_And_Injuries,36.07305936,14,4,52.41567912,0.335226109,79.58,2,33591.98082,2,0.456494523,1989
Significant_Damage_And_Serious_Injuries,45.20547945,11,2,60.30082042,0.380303642,85.42,6,27486.69474,2,0.006752291,1631
Minor_Damage_And_Injuries,41.05022831,16,44,67.6390155,0.343159755,81.86,5,27190.79361,3,0.018356291,7203
Minor_Damage_And_Injuries,67.30593607,8,10,60.07292616,0.37741868,78.29,2,43412.8879,1,0.588559895,9892
Minor_Damage_And_Injuries,57.03196347,8,13,49.95442115,0.696567616,77.55,3,42628.38864,2,0.211400804,1346
Significant_Damage_And_Serious_Injuries,29.31506849,16,18,68.50501367,0.388237288,82.54,6,34589.1544,1,0.008323577,12419
Significant_Damage_And_Fatalities,50.0456621,16,0,52.78030994,0.3226044,78.83,5,37726.63413,3,0.024785917,12005
Highly_Fatal_And_Damaging,38.90410959,10,2,66.2260711,0.547992066,80.31,4,35769.93378,1,0.065037421,11154
Minor_Damage_And_Injuries,68.26484018,8,4,66.86417502,0.267790119,78.11,4,41982.56248,2,0.07754197,409
Minor_Damage_And_Injuries,62.46575342,10,6,85.27803099,0.306737108,80.05,3,31326.11146,3,0.156222076,11265
Minor_Damage_And_Injuries,45.02283105,15,6,71.55879672,0.333423008,77.2,6,31439.46848,3,0.007724895,11361
Significant_Damage_And_Serious_Injuries,22.28310502,18,4,61.2579763,0.529600433,78.83,1,29636.50204,2,1.090265981,12388
Significant_Damage_And_Fatalities,48.63013699,17,13,76.75478578,0.405907681,77.78,5,39561.1948,3,0.026629536,4912
Significant_Damage_And_Serious_Injuries,68.67579909,8,2,45.39653601,0.382106744,79.22,7,24664.52893,2,0.00210445,6770
Highly_Fatal_And_Damaging,49.08675799,7,2,73.65542388,0.386073567,82.26,4,20795.1242,2,0.037390916,9596
Significant_Damage_And_Serious_Injuries,41.64383562,13,2,80.99361896,0.353617743,82.19,2,39903.49673,5,0.541604994,7095
Highly_Fatal_And_Damaging,13.78995434,17,12,70.14585232,0.198911648,77.29,4,44762.50455,0,0.081792847,5733
Minor_Damage_And_Injuries,57.76255708,11,1,61.53144941,0.406268301,79.29,2,29386.74435,1,0.39921784,1246
Highly_Fatal_And_Damaging,31.23287671,12,12,67.8213309,0.158882798,81.83,6,36027.6632,3,0.008552156,4788
Highly_Fatal_And_Damaging,55.84474886,11,0,55.97082954,0.491374684,79.33,6,16378.75637,2,0.003353359,424
Significant_Damage_And_Serious_Injuries,43.60730594,12,2,62.03281677,0.375976199,85.42,3,38140.79811,2,0.1914681,5476
Highly_Fatal_And_Damaging,52.10045662,6,5,76.20783956,0.28329679,79.79,4,9125.609626,3,0.01594635,10603
Significant_Damage_And_Fatalities,82.23744292,7,11,80.62898815,0.272838803,78.44,7,44244.90346,1,0.003913329,8307
Minor_Damage_And_Injuries,42.51141553,16,3,65.13217867,0.389679769,77.13,1,8335.480494,4,0.414537352,478
Significant_Damage_And_Serious_Injuries,47.12328767,11,2,67.45670009,0.374894338,86.31,6,26852.6964,2,0.006979347,8043
Significant_Damage_And_Serious_Injuries,34.10958904,15,9,57.88514129,0.448100252,83.92,6,28930.36075,2,0.00718264,11484
Highly_Fatal_And_Damaging,15.29680365,17,9,73.29079307,0.199993509,79.17,4,13953.6566,3,0.024667518,7155
Highly_Fatal_And_Damaging,32.92237443,12,1,69.5077484,0.311425171,79.21,4,47572.05906,4,0.086596342,8674
Significant_Damage_And_Fatalities,46.71232877,18,2,80.62898815,0.381746123,79.66,7,20106.73039,4,0.001551839,11268
Significant_Damage_And_Serious_Injuries,44.56621005,12,3,72.5159526,0.422135593,82.23,3,27584.05649,4,0.13831005,8942
Significant_Damage_And_Serious_Injuries,63.83561644,6,6,48.13126709,0.640310855,79.92,7,5142.286073,1,0.001429418,9017
Significant_Damage_And_Serious_Injuries,44.74885845,12,5,65.63354603,0.419250631,79.65,6,38140.79811,3,0.009292795,5293
Highly_Fatal_And_Damaging,22.28310502,15,6,72.56153145,0.467213127,86.43,3,17869.27129,3,0.089254962,11763
Minor_Damage_And_Injuries,74.65753425,6,6,65.13217867,0.260217093,79.58,5,21714.81048,2,0.013673118,140
Significant_Damage_And_Serious_Injuries,51.00456621,10,5,69.09753874,0.428266138,85.97,1,39828.61979,3,1.468919424,11552
Highly_Fatal_And_Damaging,31.46118721,12,2,80.44667274,0.303130905,81.25,1,47433.07803,4,1.735758747,12168
Highly_Fatal_And_Damaging,29.08675799,20,7,52.55241568,0.280411828,77.4,4,35893.87681,1,0.065732886,3706
Significant_Damage_And_Serious_Injuries,45.20547945,11,16,72.01458523,0.496423368,78.24,6,52023.46056,1,0.012983311,8042
Significant_Damage_And_Serious_Injuries,15.75342466,20,5,82.13309025,0.434396682,87.34,4,35921.31471,2,0.066752274,4845
Significant_Damage_And_Serious_Injuries,42.42009132,12,10,76.02552416,0.272117562,76.63,6,25045.59397,2,0.006124302,5759
Significant_Damage_And_Fatalities,61.78082192,13,9,76.98268004,0.368403173,84.92,7,25177.57275,3,0.002380374,8301
Significant_Damage_And_Serious_Injuries,31.18721461,16,7,71.19416591,0.438363505,81.3,2,30842.46665,2,0.42055479,9209
Minor_Damage_And_Injuries,39.5890411,16,5,60.80218778,0.447379012,81.71,4,28304.9107,2,0.051656492,12026
Significant_Damage_And_Fatalities,16.48401826,17,16,37.51139471,0.602806347,80.98,3,45701.74149,3,0.227253122,99
Highly_Fatal_And_Damaging,35.43378995,11,6,74.2935278,0.326931843,78.93,2,14348.0775,1,0.203271718,5479
Highly_Fatal_And_Damaging,25.57077626,14,10,63.99270738,0.334504868,78.85,4,30349.95642,3,0.056202817,4420
Minor_Damage_And_Injuries,72.10045662,4,8,56.3810392,0.271035701,80.49,1,27384.80767,2,0.992892435,7624
Significant_Damage_And_Serious_Injuries,29.6347032,16,8,74.79489517,0.227400649,76.9,1,29971.74446,2,1.107133229,836
Highly_Fatal_And_Damaging,28.21917808,13,0,83.8650866,0.20143599,78.31,4,35236.63188,4,0.063847963,3097
Significant_Damage_And_Serious_Injuries,29.36073059,16,15,61.53144941,0.533927876,79.39,3,39380.29135,2,0.195534413,3813
Significant_Damage_And_Serious_Injuries,43.60730594,12,3,73.29079307,0.268150739,81.13,3,33701.37394,3,0.167165431,6637
Significant_Damage_And_Fatalities,50.2739726,17,9,74.02005469,0.238579877,79.31,7,26764.99517,1,0.002186707,9651
Minor_Damage_And_Injuries,46.11872146,15,1,59.98176846,0.412038226,79.83,2,27752.73678,2,0.377819605,8153
Significant_Damage_And_Fatalities,16.11872146,17,15,50.13673655,0.447739632,76.79,4,35711.87741,3,0.065693124,8080
Significant_Damage_And_Serious_Injuries,47.89954338,18,12,45.89790337,0.623001082,79.58,7,39222.40512,1,0.003453591,12383
Highly_Fatal_And_Damaging,59.6803653,14,12,52.41567912,0.366960692,79.39,6,26137.02409,0,0.006530646,9609
Significant_Damage_And_Fatalities,51.36986301,16,2,80.85688241,0.297000361,82.51,6,31810.9878,2,0.007792365,4462
Significant_Damage_And_Serious_Injuries,23.88127854,18,8,73.70100273,0.370206275,80.52,6,19201.50213,2,0.00457129,992
